id;age;income;marital_status;children;budget;city;property_type;bought
841;52.0;94130.0;married;2.0;383108.0;Tangier;apartment;1
842;45.0;87177.0;married;0.0;402164.0;Casablanca;villa;0
843;51.0;110869.0;single;0.0;352749.0;Tangier;duplex;1
844;25.0;57992.0;single;0.0;156118.0;Casablanca;duplex;0
845;28.0;98480.0;married;4.0;325625.0;Rabat;apartment;1
846;41.0;55580.0;married;2.0;152266.0;Agadir;apartment;0
847;30.0;87917.0;single;0.0;310345.0;Casablanca;villa;0
848;36.0;44696.0;married;4.0;180284.0;Agadir;duplex;1
849;29.0;74702.0;married;0.0;208524.0;Casablanca;duplex;0
850;41.0;110577.0;single;0.0;522400.0;Agadir;villa;1
851;33.0;113047.0;single;0.0;316135.0;Casablanca;apartment;0
852;36.0;60295.0;single;0.0;162586.0;Marrakech;apartment;1
853;49.0;25572.0;single;0.0;106110.0;Agadir;apartment;0
854;38.0;25672.0;single;0.0;112607.0;Marrakech;duplex;0
855;34.0;44219.0;married;0.0;120582.0;Rabat;duplex;0
856;32.0;85619.0;married;4.0;265809.0;Agadir;villa;1
857;22.0;89315.0;single;0.0;286222.0;Agadir;villa;1
858;35.0;86085.0;married;3.0;294079.0;Agadir;villa;1
859;28.0;43704.0;married;3.0;155596.0;Agadir;apartment;0
860;42.0;36202.0;married;4.0;102805.0;Rabat;duplex;0
861;24.0;30780.0;single;0.0;98773.0;Agadir;apartment;1
862;50.0;49605.0;married;2.0;246160.0;Tangier;apartment;0
863;52.0;109015.0;single;0.0;456271.0;Marrakech;villa;0
864;65.0;31141.0;single;0.0;131962.0;Marrakech;duplex;1
865;32.0;28481.0;single;0.0;85461.0;Tangier;studio;1
866;53.0;56505.0;married;4.0;225122.0;Tangier;apartment;1
867;47.0;83508.0;married;1.0;369105.0;Marrakech;villa;0
868;36.0;102361.0;divorced;0.0;281391.0;Marrakech;apartment;0
869;23.0;43474.0;single;0.0;125285.0;Agadir;apartment;1
870;64.0;118514.0;married;3.0;531159.0;Casablanca;villa;0
871;54.0;54296.0;married;4.0;209938.0;Marrakech;duplex;1
872;29.0;70283.0;married;3.0;253467.0;Marrakech;villa;0
873;41.0;112544.0;single;0.0;369273.0;Tangier;villa;0
874;65.0;84297.0;married;4.0;331331.0;Tangier;villa;0
875;25.0;71299.0;single;0.0;245588.0;Rabat;duplex;0
876;25.0;23689.0;married;1.0;108787.0;Rabat;duplex;0
877;62.0;64729.0;single;0.0;322341.0;Tangier;villa;1
878;37.0;50752.0;married;4.0;137657.0;Marrakech;duplex;0
879;32.0;22583.0;married;0.0;82479.0;Tangier;studio;1
880;39.0;22674.0;married;4.0;57945.0;Rabat;studio;0
881;58.0;32809.0;married;0.0;138688.0;Casablanca;apartment;0
882;64.0;64504.0;single;0.0;317589.0;Casablanca;villa;1
883;26.0;90232.0;single;0.0;292649.0;Agadir;villa;0
884;27.0;114071.0;married;0.0;453963.0;Rabat;villa;1
885;52.0;75981.0;single;0.0;313713.0;Rabat;villa;0
886;64.0;90772.0;single;0.0;283949.0;Agadir;villa;1
887;33.0;22438.0;married;4.0;104488.0;Agadir;apartment;1
888;51.0;55118.0;divorced;3.0;266583.0;Marrakech;villa;0
889;31.0;51506.0;single;0.0;167429.0;Tangier;apartment;1
890;26.0;103090.0;single;0.0;470015.0;Casablanca;villa;1
891;47.0;51258.0;single;0.0;159615.0;Rabat;apartment;0
892;49.0;75314.0;married;0.0;226316.0;Rabat;apartment;0
893;39.0;106333.0;married;0.0;522038.0;Tangier;duplex;0
894;27.0;61144.0;married;0.0;290521.0;Tangier;apartment;1
895;27.0;72021.0;divorced;1.0;222552.0;Agadir;duplex;1
896;55.0;107060.0;married;4.0;335046.0;Marrakech;villa;0
897;42.0;63160.0;married;3.0;285142.0;Casablanca;apartment;0
898;28.0;42957.0;single;0.0;151248.0;Agadir;apartment;0
899;29.0;61482.0;married;3.0;258645.0;Rabat;apartment;1
900;45.0;82288.0;married;2.0;210055.0;Agadir;apartment;1
901;25.0;110529.0;divorced;1.0;346227.0;Tangier;villa;1
902;45.0;109816.0;single;1.0;509998.0;Tangier;villa;1
903;38.0;59438.0;single;0.0;183583.0;Casablanca;duplex;0
904;50.0;102752.0;single;0.0;422421.0;Marrakech;villa;0
905;53.0;81746.0;married;2.0;350973.0;Marrakech;apartment;1
906;54.0;28698.0;single;0.0;130104.0;Rabat;apartment;0
907;25.0;104066.0;married;3.0;465960.0;Casablanca;villa;0
908;41.0;61120.0;married;0.0;176915.0;Agadir;duplex;1
909;63.0;37051.0;married;3.0;166047.0;Rabat;apartment;1
910;30.0;54167.0;single;0.0;179777.0;Rabat;apartment;0
911;33.0;71576.0;married;4.0;219109.0;Marrakech;duplex;1
912;62.0;49977.0;divorced;3.0;149714.0;Casablanca;apartment;1
913;60.0;54099.0;single;1.0;158256.0;Agadir;apartment;1
914;49.0;79468.0;married;3.0;222214.0;Casablanca;apartment;1
915;39.0;57743.0;married;3.0;163152.0;Casablanca;apartment;1
916;40.0;115251.0;married;3.0;340097.0;Casablanca;villa;1
917;37.0;100960.0;married;1.0;345696.0;Tangier;villa;0
918;42.0;110835.0;single;0.0;383349.0;Tangier;duplex;0
919;28.0;93007.0;single;0.0;287122.0;Rabat;apartment;1
920;60.0;113004.0;married;0.0;284024.0;Agadir;duplex;0
921;47.0;107983.0;single;1.0;421015.0;Agadir;villa;0
922;53.0;64456.0;married;1.0;175585.0;Agadir;apartment;0
923;42.0;25788.0;divorced;3.0;120667.0;Rabat;duplex;1
924;40.0;54500.0;married;2.0;206687.0;Tangier;duplex;0
925;53.0;39826.0;married;3.0;104864.0;Casablanca;apartment;0
926;52.0;54108.0;single;0.0;150964.0;Tangier;apartment;0
927;57.0;83596.0;married;0.0;385761.0;Casablanca;villa;0
928;40.0;43678.0;married;4.0;199015.0;Agadir;duplex;0
929;59.0;20540.0;married;4.0;60622.0;Marrakech;studio;0
930;28.0;63077.0;single;0.0;265024.0;Tangier;villa;1
931;28.0;62406.0;single;0.0;285616.0;Tangier;villa;1
932;60.0;106246.0;single;1.0;439904.0;Tangier;villa;1
933;58.0;36950.0;single;0.0;151831.0;Rabat;duplex;1
934;57.0;98943.0;single;0.0;291389.0;Tangier;villa;1
935;32.0;70921.0;married;2.0;292047.0;Casablanca;villa;0
936;49.0;116454.0;married;2.0;554243.0;Agadir;villa;1
937;45.0;87194.0;single;0.0;302582.0;Rabat;villa;0
938;49.0;68265.0;married;3.0;278296.0;Marrakech;villa;0
939;51.0;108662.0;single;0.0;313780.0;Tangier;villa;1
940;27.0;58103.0;married;0.0;277036.0;Tangier;villa;1
941;65.0;59375.0;married;4.0;211928.0;Agadir;apartment;0
942;24.0;87294.0;single;0.0;238854.0;Agadir;duplex;0
943;59.0;30717.0;married;0.0;85541.0;Tangier;studio;0
944;47.0;25932.0;single;1.0;84126.0;Agadir;apartment;1
945;50.0;101764.0;married;2.0;500353.0;Casablanca;villa;0
946;60.0;53989.0;married;0.0;193523.0;Marrakech;apartment;0
947;32.0;105957.0;married;3.0;495025.0;Agadir;duplex;0
948;61.0;67281.0;married;3.0;303545.0;Marrakech;villa;0
949;29.0;22082.0;married;1.0;102626.0;Casablanca;apartment;0
950;37.0;77119.0;married;4.0;229605.0;Rabat;duplex;0
951;49.0;22859.0;single;1.0;99366.0;Tangier;apartment;0
952;50.0;96706.0;single;0.0;442297.0;Tangier;villa;0
953;62.0;113466.0;married;3.0;524387.0;Agadir;villa;0
954;40.0;24851.0;married;3.0;94021.0;Agadir;apartment;1
955;53.0;50396.0;married;4.0;128386.0;Agadir;apartment;0
956;63.0;74675.0;married;0.0;279058.0;Rabat;villa;0
957;32.0;57750.0;married;3.0;194017.0;Casablanca;apartment;0
958;65.0;64453.0;divorced;3.0;182266.0;Rabat;duplex;0
959;48.0;108225.0;married;2.0;485922.0;Casablanca;duplex;0
960;27.0;107432.0;married;1.0;322157.0;Agadir;villa;1
961;53.0;59800.0;single;0.0;298889.0;Rabat;apartment;0
962;32.0;42900.0;married;4.0;110678.0;Marrakech;apartment;0
963;36.0;35818.0;married;3.0;112631.0;Rabat;duplex;1
964;57.0;55060.0;married;4.0;220830.0;Marrakech;duplex;1
965;50.0;79917.0;divorced;0.0;394522.0;Agadir;duplex;1
966;28.0;93724.0;single;0.0;381907.0;Casablanca;apartment;0
967;40.0;112820.0;married;4.0;422621.0;Marrakech;villa;0
968;30.0;36119.0;married;3.0;177853.0;Marrakech;apartment;1
969;43.0;57585.0;married;0.0;182258.0;Tangier;apartment;1
970;31.0;118724.0;married;3.0;530463.0;Casablanca;apartment;0
971;48.0;80129.0;divorced;2.0;389374.0;Tangier;villa;0
972;55.0;29120.0;single;0.0;144285.0;Casablanca;apartment;0
973;24.0;106530.0;divorced;1.0;506686.0;Marrakech;apartment;1
974;64.0;88128.0;divorced;3.0;308889.0;Agadir;apartment;1
975;42.0;65109.0;single;0.0;248682.0;Casablanca;duplex;0
976;35.0;91358.0;married;4.0;377317.0;Rabat;apartment;1
977;47.0;45859.0;married;0.0;118886.0;Rabat;apartment;1
978;30.0;88219.0;divorced;2.0;267686.0;Agadir;villa;0
979;62.0;40975.0;single;1.0;157746.0;Rabat;apartment;1
980;49.0;86227.0;single;0.0;295969.0;Agadir;villa;0
981;63.0;36351.0;married;4.0;157841.0;Tangier;apartment;0
982;59.0;94133.0;married;4.0;434069.0;Casablanca;villa;0
983;58.0;108137.0;single;0.0;469723.0;Marrakech;villa;0
984;45.0;79547.0;single;0.0;363616.0;Marrakech;villa;0
985;30.0;82423.0;single;0.0;345521.0;Tangier;villa;0
986;47.0;54562.0;married;3.0;272334.0;Tangier;duplex;0
987;32.0;38919.0;married;3.0;166490.0;Casablanca;duplex;0
988;55.0;35474.0;married;3.0;130664.0;Casablanca;duplex;0
989;29.0;98852.0;married;0.0;276999.0;Agadir;villa;0
990;29.0;68688.0;single;0.0;222202.0;Marrakech;duplex;0
991;59.0;75280.0;single;1.0;355520.0;Casablanca;villa;1
992;22.0;36033.0;married;0.0;168492.0;Tangier;apartment;0
993;50.0;64279.0;married;3.0;294793.0;Agadir;villa;0
994;62.0;80415.0;married;3.0;230988.0;Rabat;apartment;1
995;61.0;73690.0;single;1.0;246676.0;Marrakech;duplex;1
996;39.0;104661.0;single;0.0;268142.0;Rabat;villa;0
997;57.0;31161.0;single;0.0;122840.0;Marrakech;duplex;0
998;52.0;85881.0;married;0.0;356031.0;Agadir;villa;0
999;35.0;52150.0;married;4.0;188291.0;Agadir;apartment;0
1000;24.0;84418.0;married;0.0;282791.0;Casablanca;villa;1
1001;42.0;70070.0;single;0.0;192575.0;Casablanca;apartment;0
1002;27.0;40214.0;single;0.0;117544.0;Agadir;duplex;0
1003;25.0;59062.0;single;0.0;208610.0;Rabat;apartment;1
1004;29.0;26799.0;single;0.0;106259.0;Tangier;apartment;0
1005;29.0;55296.0;single;0.0;194514.0;Tangier;apartment;1
1006;23.0;55279.0;married;4.0;231494.0;Casablanca;duplex;1
1007;30.0;59926.0;married;3.0;162385.0;Agadir;apartment;1
1008;45.0;90836.0;divorced;1.0;349158.0;Tangier;apartment;0
1009;24.0;20131.0;married;4.0;64884.0;Casablanca;studio;1
1010;52.0;55822.0;married;3.0;279004.0;Casablanca;villa;0
1011;24.0;41157.0;married;4.0;110088.0;Marrakech;apartment;0
1012;30.0;115036.0;married;2.0;540174.0;Casablanca;duplex;1
1013;42.0;109404.0;divorced;2.0;541451.0;Tangier;villa;1
1014;42.0;64778.0;single;1.0;215137.0;Casablanca;apartment;0
1015;52.0;20560.0;divorced;1.0;72636.0;Tangier;apartment;0
1016;63.0;105362.0;single;0.0;482580.0;Tangier;duplex;0
1017;46.0;98815.0;single;0.0;436753.0;Marrakech;villa;0
1018;34.0;78271.0;single;0.0;344083.0;Rabat;villa;1
1019;62.0;59738.0;married;1.0;184330.0;Tangier;duplex;0
1020;53.0;112280.0;married;1.0;282702.0;Tangier;villa;0
1021;54.0;84751.0;single;0.0;368415.0;Agadir;villa;0
1022;30.0;117776.0;single;0.0;462242.0;Casablanca;apartment;1
1023;39.0;45146.0;married;0.0;224821.0;Agadir;apartment;1
1024;51.0;20256.0;divorced;0.0;93879.0;Rabat;studio;1
1025;39.0;35953.0;married;3.0;134425.0;Agadir;duplex;1
1026;36.0;26155.0;single;0.0;94737.0;Marrakech;studio;0
1027;58.0;23325.0;divorced;1.0;115347.0;Tangier;duplex;1
1028;34.0;41558.0;single;0.0;168859.0;Marrakech;apartment;1
1029;59.0;102090.0;divorced;2.0;318304.0;Tangier;villa;0
1030;25.0;63724.0;married;1.0;309626.0;Agadir;duplex;1
1031;62.0;78517.0;married;0.0;387584.0;Marrakech;villa;1
1032;26.0;36716.0;single;0.0;96819.0;Agadir;apartment;0
1033;65.0;27312.0;married;2.0;126313.0;Tangier;apartment;1
1034;36.0;98587.0;married;4.0;249081.0;Tangier;apartment;0
1035;61.0;101163.0;single;0.0;423816.0;Marrakech;villa;0
1036;34.0;34156.0;single;0.0;91157.0;Casablanca;apartment;0
1037;54.0;53591.0;single;0.0;217157.0;Casablanca;apartment;1
1038;25.0;36735.0;single;0.0;179977.0;Rabat;apartment;1
1039;31.0;39321.0;married;4.0;132010.0;Rabat;duplex;0
1040;64.0;108906.0;single;0.0;495300.0;Agadir;apartment;0
1041;34.0;46263.0;married;1.0;206479.0;Rabat;apartment;0
1042;51.0;98612.0;married;4.0;386089.0;Rabat;duplex;0
1043;32.0;33742.0;married;0.0;126189.0;Marrakech;apartment;1
1044;51.0;101778.0;single;0.0;449947.0;Rabat;apartment;0
1045;47.0;44149.0;married;0.0;150417.0;Marrakech;apartment;0
1046;31.0;58086.0;married;4.0;277754.0;Rabat;villa;0
1047;34.0;57237.0;single;1.0;245952.0;Rabat;duplex;0
1048;34.0;22817.0;single;0.0;62814.0;Casablanca;studio;1
1049;29.0;64352.0;divorced;2.0;234274.0;Rabat;duplex;1
1050;55.0;101684.0;married;0.0;284332.0;Casablanca;duplex;0
1051;46.0;111010.0;single;0.0;548661.0;Casablanca;apartment;1
1052;59.0;44785.0;married;2.0;200366.0;Rabat;apartment;1
1053;39.0;36575.0;married;4.0;172435.0;Casablanca;duplex;1
1054;64.0;100594.0;single;0.0;440427.0;Agadir;villa;0
1055;33.0;62182.0;married;4.0;263420.0;Tangier;villa;0
1056;62.0;96543.0;married;1.0;294341.0;Casablanca;villa;0
1057;35.0;60107.0;married;3.0;236125.0;Rabat;apartment;0
1058;27.0;58672.0;married;2.0;180442.0;Marrakech;apartment;1
1059;49.0;79133.0;married;3.0;270538.0;Tangier;villa;0
1060;33.0;77892.0;single;0.0;264656.0;Marrakech;villa;0
1061;56.0;104365.0;single;0.0;320333.0;Marrakech;villa;0
1062;34.0;63746.0;single;0.0;207607.0;Rabat;apartment;1
1063;30.0;118616.0;married;4.0;567097.0;Marrakech;duplex;0
1064;44.0;72928.0;divorced;0.0;268375.0;Agadir;apartment;1
1065;47.0;49829.0;single;0.0;183674.0;Agadir;apartment;0
1066;51.0;114700.0;married;2.0;513831.0;Rabat;apartment;0
1067;48.0;47470.0;married;4.0;122247.0;Casablanca;apartment;0
1068;22.0;85509.0;married;2.0;286417.0;Tangier;villa;1
1069;56.0;59274.0;single;0.0;264563.0;Casablanca;villa;1
1070;43.0;94473.0;married;4.0;451994.0;Agadir;apartment;1
1071;35.0;71201.0;single;0.0;262514.0;Rabat;villa;0
1072;41.0;32221.0;single;0.0;94861.0;Agadir;studio;0
1073;26.0;70579.0;single;0.0;292826.0;Marrakech;villa;0
1074;22.0;42521.0;single;1.0;147877.0;Marrakech;apartment;0
1075;26.0;70986.0;divorced;1.0;200523.0;Casablanca;apartment;1
1076;64.0;82230.0;single;0.0;269367.0;Casablanca;villa;1
1077;39.0;46437.0;single;0.0;123518.0;Tangier;apartment;0
1078;43.0;94609.0;married;3.0;345960.0;Marrakech;duplex;0
1079;51.0;65453.0;married;2.0;227627.0;Casablanca;apartment;0
1080;61.0;116107.0;married;3.0;554652.0;Casablanca;duplex;0
1081;24.0;51417.0;married;1.0;163734.0;Agadir;apartment;1
1082;35.0;84682.0;married;4.0;237370.0;Rabat;apartment;0
1083;42.0;73752.0;married;2.0;222615.0;Marrakech;apartment;0
1084;65.0;118269.0;married;2.0;516231.0;Casablanca;villa;0
1085;29.0;112943.0;divorced;2.0;471620.0;Tangier;villa;0
1086;57.0;106117.0;single;1.0;302501.0;Rabat;apartment;0
1087;23.0;99559.0;single;0.0;381971.0;Tangier;villa;1
1088;22.0;108785.0;single;0.0;320355.0;Marrakech;apartment;0
1089;50.0;111323.0;single;0.0;423827.0;Marrakech;villa;0
1090;25.0;98407.0;single;0.0;434741.0;Casablanca;villa;0
1091;27.0;22102.0;married;0.0;73882.0;Casablanca;apartment;0
1092;28.0;107046.0;single;0.0;378857.0;Marrakech;apartment;0
1093;62.0;44844.0;married;4.0;156400.0;Tangier;apartment;0
1094;44.0;62384.0;single;0.0;205280.0;Tangier;apartment;0
1095;64.0;56497.0;married;2.0;147448.0;Casablanca;apartment;1
1096;53.0;33344.0;married;4.0;97652.0;Marrakech;studio;1
1097;46.0;108853.0;divorced;1.0;362493.0;Rabat;apartment;1
1098;26.0;63922.0;single;1.0;231543.0;Agadir;apartment;0
1099;59.0;112357.0;divorced;1.0;286851.0;Marrakech;villa;1
1100;37.0;101233.0;single;0.0;379301.0;Casablanca;villa;0
1101;24.0;51203.0;divorced;3.0;222637.0;Rabat;apartment;0
1102;24.0;88271.0;married;3.0;363686.0;Rabat;duplex;0
1103;43.0;64922.0;single;0.0;309455.0;Casablanca;apartment;1
1104;36.0;99700.0;married;4.0;329418.0;Tangier;duplex;0
1105;53.0;29173.0;divorced;0.0;119198.0;Casablanca;duplex;0
1106;33.0;97677.0;married;1.0;301897.0;Marrakech;villa;0
1107;32.0;114591.0;single;0.0;460040.0;Rabat;villa;0
1108;62.0;46398.0;single;0.0;125276.0;Rabat;apartment;0
1109;50.0;75403.0;married;3.0;331834.0;Tangier;villa;0
1110;27.0;119465.0;divorced;2.0;476421.0;Casablanca;villa;0
1111;46.0;80771.0;single;0.0;315439.0;Tangier;villa;0
1112;52.0;45652.0;single;0.0;115594.0;Agadir;duplex;0
1113;47.0;74502.0;divorced;2.0;257783.0;Rabat;duplex;0
1114;48.0;25089.0;divorced;0.0;86859.0;Agadir;studio;1
1115;38.0;118510.0;married;4.0;506372.0;Rabat;duplex;1
1116;49.0;116424.0;single;0.0;559262.0;Rabat;duplex;1
1117;64.0;104585.0;single;0.0;508352.0;Casablanca;villa;1
1118;64.0;41158.0;single;0.0;169200.0;Tangier;apartment;0
1119;27.0;87965.0;divorced;3.0;256379.0;Tangier;villa;0
1120;56.0;106309.0;married;4.0;347624.0;Tangier;duplex;1
1121;27.0;34322.0;married;2.0;155669.0;Rabat;duplex;1
1122;47.0;111620.0;single;1.0;506863.0;Marrakech;villa;1
1123;48.0;88807.0;married;2.0;384765.0;Casablanca;villa;0
1124;30.0;45954.0;married;4.0;223851.0;Tangier;apartment;0
1125;34.0;27730.0;married;1.0;87304.0;Tangier;studio;1
1126;28.0;103418.0;single;0.0;356204.0;Rabat;villa;0
1127;37.0;82638.0;married;0.0;208559.0;Rabat;duplex;0
1128;59.0;25486.0;single;0.0;64177.0;Agadir;studio;1
1129;39.0;83691.0;married;2.0;335678.0;Rabat;villa;1
1130;42.0;51404.0;divorced;3.0;177142.0;Marrakech;duplex;1
1131;28.0;20404.0;married;3.0;88003.0;Casablanca;studio;0
1132;55.0;56630.0;divorced;1.0;193735.0;Agadir;apartment;1
1133;54.0;74149.0;married;0.0;368183.0;Rabat;villa;0
1134;24.0;116444.0;single;0.0;467744.0;Tangier;duplex;1
1135;44.0;76087.0;divorced;3.0;377937.0;Marrakech;duplex;0
1136;34.0;113315.0;single;0.0;445297.0;Agadir;villa;0
1137;27.0;59498.0;married;4.0;295588.0;Tangier;villa;0
1138;29.0;83198.0;married;1.0;258611.0;Casablanca;duplex;1
1139;27.0;33824.0;married;0.0;98109.0;Rabat;apartment;1
1140;36.0;114263.0;single;0.0;542038.0;Marrakech;duplex;1
1141;62.0;115081.0;married;2.0;538561.0;Agadir;duplex;1
1142;63.0;64987.0;single;0.0;282043.0;Tangier;duplex;1
1143;49.0;50587.0;single;0.0;137556.0;Marrakech;apartment;0
1144;34.0;117598.0;divorced;2.0;331455.0;Rabat;apartment;0
1145;22.0;60737.0;single;0.0;280471.0;Tangier;villa;0
1146;65.0;36555.0;married;4.0;145377.0;Marrakech;apartment;0
1147;51.0;61409.0;single;1.0;282054.0;Tangier;duplex;0
1148;40.0;39119.0;married;0.0;156366.0;Rabat;apartment;1
1149;39.0;112605.0;married;1.0;420868.0;Tangier;villa;1
1150;31.0;113947.0;single;0.0;515729.0;Marrakech;apartment;1
1151;53.0;115341.0;single;1.0;478448.0;Casablanca;apartment;0
1152;43.0;75369.0;married;2.0;331192.0;Tangier;villa;1
1153;40.0;111275.0;divorced;3.0;305260.0;Rabat;duplex;0
1154;25.0;113007.0;single;0.0;445574.0;Tangier;duplex;0
1155;31.0;47494.0;single;0.0;206043.0;Marrakech;apartment;1
1156;28.0;108908.0;married;1.0;374794.0;Tangier;duplex;0
1157;25.0;32589.0;single;0.0;158469.0;Marrakech;duplex;1
1158;59.0;76861.0;divorced;3.0;239230.0;Marrakech;apartment;0
1159;60.0;42608.0;married;3.0;189163.0;Marrakech;duplex;1
1160;63.0;70082.0;single;0.0;239561.0;Marrakech;apartment;0
1161;63.0;107659.0;divorced;1.0;275345.0;Agadir;apartment;0
1162;28.0;97709.0;single;0.0;401729.0;Tangier;villa;0
1163;42.0;28322.0;married;4.0;83896.0;Marrakech;studio;1
1164;55.0;84036.0;single;0.0;323324.0;Marrakech;duplex;0
1165;64.0;35378.0;single;0.0;104359.0;Agadir;apartment;0
1166;24.0;36884.0;married;1.0;100307.0;Rabat;duplex;0
1167;29.0;86341.0;single;1.0;252893.0;Marrakech;villa;0
1168;55.0;58456.0;married;3.0;166578.0;Tangier;apartment;0
1169;44.0;99452.0;married;1.0;419670.0;Marrakech;villa;0
1170;41.0;48208.0;divorced;1.0;191841.0;Rabat;apartment;1
1171;26.0;92069.0;single;0.0;438170.0;Tangier;villa;1
1172;65.0;75750.0;divorced;1.0;290861.0;Marrakech;duplex;0
1173;62.0;111331.0;married;2.0;435204.0;Agadir;duplex;0
1174;31.0;61465.0;divorced;3.0;211891.0;Agadir;apartment;0
1175;56.0;34416.0;married;3.0;91715.0;Marrakech;studio;0
1176;39.0;39179.0;married;1.0;124750.0;Marrakech;apartment;1
1177;46.0;33762.0;married;0.0;99237.0;Rabat;studio;1
1178;28.0;89331.0;single;0.0;286305.0;Rabat;duplex;1
1179;32.0;61680.0;divorced;3.0;182059.0;Agadir;apartment;1
1180;47.0;82503.0;married;2.0;208216.0;Agadir;duplex;1
1181;31.0;69650.0;married;2.0;183330.0;Rabat;duplex;0
1182;60.0;74820.0;married;1.0;269157.0;Rabat;duplex;0
1183;39.0;76068.0;married;1.0;248207.0;Marrakech;duplex;0
1184;42.0;31814.0;married;0.0;137591.0;Marrakech;apartment;0
1185;40.0;92634.0;divorced;0.0;454408.0;Tangier;duplex;1
1186;30.0;82869.0;married;4.0;351754.0;Tangier;villa;0
1187;22.0;113606.0;married;4.0;496931.0;Casablanca;apartment;1
1188;55.0;109663.0;married;4.0;397158.0;Casablanca;duplex;1
1189;55.0;49500.0;single;0.0;140248.0;Rabat;duplex;0
1190;46.0;42345.0;single;0.0;202625.0;Casablanca;duplex;1
1191;29.0;58019.0;single;0.0;175952.0;Agadir;apartment;1
1192;63.0;87571.0;married;0.0;423715.0;Agadir;apartment;0
1193;22.0;100678.0;married;2.0;340768.0;Marrakech;villa;1
1194;47.0;66469.0;single;0.0;198998.0;Agadir;apartment;0
1195;29.0;83886.0;single;0.0;262172.0;Tangier;villa;0
1196;49.0;43878.0;married;2.0;121618.0;Tangier;apartment;0
1197;30.0;66365.0;married;0.0;225514.0;Casablanca;apartment;0
1198;30.0;71713.0;married;2.0;340815.0;Casablanca;duplex;1
1199;64.0;54838.0;single;0.0;205034.0;Casablanca;apartment;1
1200;47.0;85779.0;married;3.0;242629.0;Marrakech;duplex;0
1201;44.0;85536.0;single;0.0;224968.0;Rabat;apartment;0
1202;22.0;76928.0;married;2.0;285773.0;Tangier;villa;0
1203;54.0;44492.0;single;0.0;207351.0;Casablanca;apartment;0
1204;52.0;112597.0;married;0.0;478859.0;Agadir;duplex;0
1205;59.0;102432.0;married;1.0;286927.0;Tangier;villa;1
1206;31.0;75876.0;single;0.0;353648.0;Tangier;villa;0
1207;62.0;50333.0;single;0.0;133552.0;Tangier;apartment;0
1208;39.0;67654.0;single;0.0;239845.0;Rabat;duplex;0
1209;22.0;26832.0;married;2.0;81299.0;Tangier;studio;1
1210;49.0;44227.0;single;0.0;147528.0;Marrakech;apartment;0
1211;57.0;37079.0;single;0.0;126196.0;Agadir;apartment;0
1212;63.0;56168.0;single;0.0;264999.0;Casablanca;duplex;1
1213;24.0;96881.0;divorced;1.0;288930.0;Tangier;apartment;0
1214;56.0;101134.0;single;0.0;503051.0;Casablanca;villa;0
1215;30.0;45127.0;married;2.0;213404.0;Agadir;duplex;1
1216;50.0;102557.0;married;3.0;273752.0;Tangier;villa;1
1217;23.0;41880.0;married;1.0;135027.0;Agadir;apartment;1
1218;34.0;117087.0;married;3.0;493139.0;Agadir;apartment;0
1219;54.0;70351.0;married;3.0;246377.0;Rabat;apartment;0
1220;58.0;48548.0;married;0.0;228073.0;Agadir;apartment;1
1221;55.0;53925.0;single;0.0;230294.0;Agadir;apartment;0
1222;56.0;51223.0;single;0.0;248693.0;Rabat;duplex;0
1223;25.0;104202.0;divorced;1.0;399769.0;Marrakech;duplex;1
1224;45.0;62540.0;single;0.0;242229.0;Casablanca;apartment;1
1225;42.0;27505.0;married;0.0;125418.0;Casablanca;duplex;0
1226;38.0;22049.0;married;4.0;60989.0;Tangier;apartment;0
1227;62.0;103139.0;married;1.0;468469.0;Casablanca;villa;0
1228;62.0;118683.0;single;0.0;513248.0;Tangier;villa;1
1229;27.0;85006.0;single;0.0;395777.0;Casablanca;villa;1
1230;33.0;104877.0;single;0.0;494299.0;Tangier;duplex;0
1231;31.0;29443.0;married;3.0;140526.0;Tangier;apartment;0
1232;22.0;99074.0;single;0.0;274939.0;Marrakech;duplex;1
1233;24.0;37324.0;single;0.0;106619.0;Agadir;apartment;1
1234;28.0;91089.0;married;2.0;421906.0;Marrakech;villa;0
1235;58.0;78238.0;married;2.0;260484.0;Casablanca;villa;0
1236;39.0;102245.0;married;0.0;466473.0;Marrakech;villa;0
1237;48.0;38590.0;single;0.0;118343.0;Tangier;apartment;1
1238;36.0;109707.0;single;1.0;499930.0;Marrakech;villa;1
1239;36.0;33334.0;divorced;2.0;113111.0;Agadir;apartment;0
1240;27.0;25681.0;married;1.0;91721.0;Rabat;studio;1
1241;31.0;107460.0;married;4.0;488288.0;Rabat;apartment;0
1242;53.0;106734.0;single;0.0;508850.0;Marrakech;duplex;1
1243;31.0;105964.0;single;0.0;383244.0;Tangier;apartment;0
1244;49.0;115251.0;single;0.0;574748.0;Casablanca;duplex;0
1245;53.0;75552.0;married;3.0;302537.0;Rabat;villa;1
1246;37.0;70224.0;married;3.0;270142.0;Tangier;villa;1
1247;46.0;30959.0;married;3.0;118181.0;Casablanca;duplex;0
1248;22.0;46644.0;divorced;0.0;158869.0;Tangier;duplex;1
1249;25.0;65789.0;single;0.0;292538.0;Casablanca;villa;0
1250;57.0;75191.0;single;0.0;198478.0;Casablanca;apartment;1
1251;31.0;69474.0;married;3.0;238240.0;Marrakech;apartment;0
1252;60.0;40732.0;single;0.0;109873.0;Marrakech;apartment;1
